user_id,item_id,hour,added
620,21,15,0
710,174,9,1
710,191,9,1
710,161,9,0
710,115,9,0
363,181,21,1
363,83,21,1
363,134,21,0
363,55,21,0
997,111,13,1
997,158,13,1
997,99,13,0
997,30,13,0
540,149,9,1
540,82,9,1
540,95,9,0
540,107,9,0
840,145,17,1
840,190,17,1
840,179,17,0
840,41,17,0
677,97,13,1
677,186,13,1
677,139,13,0
677,101,13,0
750,84,9,1
750,53,9,1
750,116,9,0
750,81,9,0
909,21,14,1
909,6,14,1
909,75,14,0
909,126,14,0
460,177,14,1
460,65,14,1
460,75,14,0
460,116,14,0
371,156,20,1
371,165,20,1
371,113,20,0
371,112,20,0
702,30,17,1
702,60,17,1
702,43,17,0
702,15,17,0
124,91,9,1
124,99,9,1
124,39,9,0
124,82,9,0
561,187,11,1
561,20,11,1
561,70,11,0
561,81,11,0
56,134,19,1
56,26,19,1
56,165,19,0
56,123,19,0
240,18,19,1
240,22,19,1
240,47,19,0
240,119,19,0
169,16,15,1
169,95,15,1
169,176,15,0
169,101,15,0
549,145,16,1
549,19,16,1
549,144,16,0
549,15,16,0
196,102,18,1
196,182,18,1
196,159,18,0
196,51,18,0
756,31,22,1
756,181,22,1
756,184,22,0
756,100,22,0
609,74,10,1
609,164,10,1
609,151,10,0
609,91,10,0
314,75,16,1
314,88,16,1
314,50,16,0
314,101,16,0
576,108,18,1
576,81,18,1
576,63,18,0
576,153,18,0
974,183,20,1
974,84,20,1
974,44,20,0
974,15,20,0
259,171,10,1
259,39,10,1
259,136,10,0
259,131,10,0
128,133,19,1
128,35,19,1
128,66,19,0
128,0,19,0
253,112,19,1
253,171,19,1
253,151,19,0
253,7,19,0
539,48,15,1
539,148,15,1
539,192,15,0
539,37,15,0
777,170,11,1
777,158,11,1
777,9,11,0
777,125,11,0
431,86,20,1
431,34,20,1
431,113,20,0
431,94,20,0
996,151,20,1
996,11,20,1
996,152,20,0
996,141,20,0
559,195,9,1
559,134,9,1
559,60,9,0
559,140,9,0
237,123,19,1
237,10,19,1
237,197,19,0
237,82,19,0
584,195,11,1
584,178,11,1
584,182,11,0
584,162,11,0
139,8,9,1
139,38,9,1
139,189,9,0
139,89,9,0
517,137,13,1
517,5,13,1
517,83,13,0
517,186,13,0
108,7,21,1
108,62,21,1
108,174,21,0
108,80,21,0
819,142,19,1
819,128,19,1
819,100,19,0
819,178,19,0
40,89,8,1
40,40,8,1
40,148,8,0
40,145,8,0
709,108,18,1
709,140,18,1
709,184,18,0
709,166,18,0
979,144,14,1
979,82,14,1
979,121,14,0
979,5,14,0
785,4,16,1
785,71,16,1
785,53,16,0
785,5,16,0
530,182,11,1
530,148,11,1
530,192,11,0
530,18,11,0
734,2,10,1
734,99,10,1
734,98,10,0
734,29,10,0
120,36,21,1
120,154,21,1
120,197,21,0
120,27,21,0
797,52,23,1
797,80,23,1
797,183,23,0
797,69,23,0
427,51,23,1
427,57,23,1
427,27,23,0
427,28,23,0
229,29,8,1
229,134,8,1
229,64,8,0
229,194,8,0
292,121,10,1
292,11,10,1
292,145,10,0
292,87,10,0
726,66,21,1
726,14,21,1
726,191,21,0
726,84,21,0
171,6,18,1
171,112,18,1
171,159,18,0
171,64,18,0
881,18,17,1
881,197,17,1
881,195,17,0
881,62,17,0
620,64,22,1
620,48,22,1
620,67,22,0
620,17,22,0
12,161,21,1
12,79,21,1
12,93,21,0
12,107,21,0
942,79,14,1
942,165,14,1
942,83,14,0
942,185,14,0
515,0,17,1
515,90,17,1
515,32,17,0
515,8,17,0
374,101,10,1
374,38,10,1
374,114,10,0
374,14,10,0
336,73,11,1
336,140,11,1
336,99,11,0
336,85,11,0
923,56,21,1
923,16,21,1
923,75,21,0
923,165,21,0
334,170,11,1
334,94,11,1
334,43,11,0
334,12,11,0
414,138,18,1
414,111,18,1
414,152,18,0
414,84,18,0
28,117,19,1
28,199,19,1
28,48,19,0
28,129,19,0
728,197,15,1
728,62,15,1
728,119,15,0
728,82,15,0
139,98,11,1
139,33,11,1
139,30,11,0
139,129,11,0
16,18,15,1
16,139,15,1
16,64,15,0
16,21,15,0
122,10,20,1
122,30,20,1
122,89,20,0
122,194,20,0
453,7,11,1
453,78,11,1
453,93,11,0
453,54,11,0
924,150,16,1
924,101,16,1
924,122,16,0
924,13,16,0
798,38,11,1
798,7,11,1
798,101,11,0
798,131,11,0
14,171,8,1
14,190,8,1
14,21,8,0
14,53,8,0
714,123,17,1
714,16,17,1
714,140,17,0
714,13,17,0
560,173,17,1
560,68,17,1
560,120,17,0
560,164,17,0
291,197,16,1
291,196,16,1
291,56,16,0
291,94,16,0
720,98,9,1
720,60,9,1
720,10,9,0
720,197,9,0
299,36,16,1
299,81,16,1
299,83,16,0
299,196,16,0
305,198,23,1
305,128,23,1
305,41,23,0
305,178,23,0
541,181,8,1
541,169,8,1
541,93,8,0
541,29,8,0
375,44,8,1
375,157,8,1
375,48,8,0
375,147,8,0
207,188,20,1
207,94,20,1
207,63,20,0
207,70,20,0
863,61,8,1
863,127,8,1
863,139,8,0
863,151,8,0
150,106,9,1
150,117,9,1
150,181,9,0
150,152,9,0
383,184,14,1
383,141,14,1
383,129,14,0
383,60,14,0
410,60,15,1
410,176,15,1
410,45,15,0
410,163,15,0
592,42,14,1
592,80,14,1
592,103,14,0
592,111,14,0
102,119,14,1
102,43,14,1
102,121,14,0
102,132,14,0
2,89,8,1
2,12,8,1
2,87,8,0
2,3,8,0
688,18,22,1
688,69,22,1
688,189,22,0
688,103,22,0
562,136,22,1
562,176,22,1
562,64,22,0
562,147,22,0
405,93,21,1
405,130,21,1
405,12,21,0
405,90,21,0
966,27,10,1
966,188,10,1
966,22,10,0
966,18,10,0
790,141,16,1
790,166,16,1
790,70,16,0
790,14,16,0
369,15,11,1
369,64,11,1
369,115,11,0
369,79,11,0
644,145,9,1
644,28,9,1
644,49,9,0
644,148,9,0
436,68,17,1
436,11,17,1
436,145,17,0
436,176,17,0
684,101,10,1
684,5,10,1
684,131,10,0
684,47,10,0
14,17,18,1
14,21,18,1
14,131,18,0
14,13,18,0
520,185,18,1
520,136,18,1
520,169,18,0
520,42,18,0
583,43,23,1
583,45,23,1
583,129,23,0
583,130,23,0
917,93,21,1
917,177,21,1
917,193,21,0
917,77,21,0
782,138,20,1
782,18,20,1
782,118,20,0
782,84,20,0
142,167,10,1
142,178,10,1
142,102,10,0
142,28,10,0
794,100,22,1
794,140,22,1
794,11,22,0
794,114,22,0
251,160,17,1
251,70,17,1
251,199,17,0
251,164,17,0
23,182,12,1
23,91,12,1
23,73,12,0
23,176,12,0
99,147,14,1
99,189,14,1
99,145,14,0
99,146,14,0
404,89,17,1
404,80,17,1
404,39,17,0
404,69,17,0
115,185,12,1
115,158,12,1
115,137,12,0
115,53,12,0
893,175,19,1
893,0,19,1
893,97,19,0
893,60,19,0
630,121,18,1
630,95,18,1
630,135,18,0
630,103,18,0
178,151,23,1
178,186,23,1
178,85,23,0
178,182,23,0
455,71,23,1
455,174,23,1
455,54,23,0
455,61,23,0
549,188,10,1
549,73,10,1
549,137,10,0
549,158,10,0
596,82,16,1
596,147,16,1
596,135,16,0
596,163,16,0
768,28,22,1
768,2,22,1
768,89,22,0
768,149,22,0
653,15,20,1
653,23,20,1
653,14,20,0
653,189,20,0
569,163,19,1
569,2,19,1
569,129,19,0
569,8,19,0
424,182,23,1
424,163,23,1
424,47,23,0
424,84,23,0
509,111,12,1
509,129,12,1
509,134,12,0
509,2,12,0
994,76,13,1
994,6,13,1
994,181,13,0
994,110,13,0
163,163,20,1
163,75,20,1
163,117,20,0
163,183,20,0
413,102,12,1
413,17,12,1
413,43,12,0
413,106,12,0
88,30,10,1
88,89,10,1
88,24,10,0
88,2,10,0
970,75,15,1
970,58,15,1
970,15,15,0
970,172,15,0
241,97,19,1
241,167,19,1
241,186,19,0
241,179,19,0
676,86,18,1
676,150,18,1
676,68,18,0
676,5,18,0
179,92,14,1
179,161,14,1
179,58,14,0
179,126,14,0
427,75,10,1
427,115,10,1
427,106,10,0
427,145,10,0
674,134,13,1
674,35,13,1
674,102,13,0
674,108,13,0
532,150,8,1
532,156,8,1
532,117,8,0
532,53,8,0
242,53,17,1
242,151,17,1
242,32,17,0
242,10,17,0
532,14,14,1
532,57,14,1
532,19,14,0
532,176,14,0
22,86,15,1
22,43,15,1
22,149,15,0
22,78,15,0
338,129,20,1
338,71,20,1
338,85,20,0
338,54,20,0
201,10,23,1
201,3,23,1
201,166,23,0
201,186,23,0
491,115,10,1
491,114,10,1
491,7,10,0
491,124,10,0
82,20,21,1
82,136,21,1
82,146,21,0
82,99,21,0
672,35,16,1
672,0,16,1
672,108,16,0
672,107,16,0
411,136,20,1
411,103,20,1
411,108,20,0
411,2,20,0
100,168,19,1
100,36,19,1
100,168,19,0
100,5,19,0
261,89,20,1
261,80,20,1
261,4,20,0
261,47,20,0
260,112,22,1
260,197,22,1
260,158,22,0
260,83,22,0
527,52,17,1
527,188,17,1
527,193,17,0
527,95,17,0
70,192,14,1
70,56,14,1
70,81,14,0
70,112,14,0
464,26,8,1
464,158,8,1
464,108,8,0
464,25,8,0
305,8,11,1
305,103,11,1
305,88,11,0
305,101,11,0
558,52,15,1
558,24,15,1
558,43,15,0
558,85,15,0
201,38,23,1
201,43,23,1
201,148,23,0
201,30,23,0
838,151,15,1
838,37,15,1
838,190,15,0
838,64,15,0
369,176,18,1
369,148,18,1
369,190,18,0
369,186,18,0
732,72,13,1
732,143,13,1
732,95,13,0
732,52,13,0
822,53,11,1
822,37,11,1
822,29,11,0
822,134,11,0
682,80,12,1
682,97,12,1
682,13,12,0
682,133,12,0
456,85,15,1
456,187,15,1
456,84,15,0
456,30,15,0
48,181,13,1
48,113,13,1
48,174,13,0
48,120,13,0
145,42,20,1
145,179,20,1
145,124,20,0
145,7,20,0
845,180,21,1
845,143,21,1
845,133,21,0
845,9,21,0
834,23,12,1
834,126,12,1
834,55,12,0
834,109,12,0
716,14,9,1
716,37,9,1
716,109,9,0
716,199,9,0
498,33,19,1
498,115,19,1
498,77,19,0
498,28,19,0
927,163,10,1
927,35,10,1
927,114,10,0
927,151,10,0
938,113,8,1
938,188,8,1
938,79,8,0
938,99,8,0
915,66,11,1
915,102,11,1
915,43,11,0
915,51,11,0
275,127,9,1
275,40,9,1
275,92,9,0
275,135,9,0
306,93,8,1
306,32,8,1
306,37,8,0
306,137,8,0
794,161,22,1
794,19,22,1
794,199,22,0
794,114,22,0
815,37,10,1
815,123,10,1
815,0,10,0
815,87,10,0
23,23,10,1
23,94,10,1
23,166,10,0
23,1,10,0
310,20,13,1
310,99,13,1
310,48,13,0
310,37,13,0
120,157,17,1
120,137,17,1
120,41,17,0
120,133,17,0
511,32,19,1
511,68,19,1
511,29,19,0
511,46,19,0
870,17,18,1
870,130,18,1
870,149,18,0
870,51,18,0
189,16,17,1
189,44,17,1
189,32,17,0
189,156,17,0
635,188,18,1
635,58,18,1
635,38,18,0
635,88,18,0
581,94,9,1
581,50,9,1
581,39,9,0
581,120,9,0
287,46,14,1
287,47,14,1
287,119,14,0
287,77,14,0
307,96,20,1
307,21,20,1
307,182,20,0
307,12,20,0
529,30,18,1
529,104,18,1
529,79,18,0
529,160,18,0
677,57,17,1
677,88,17,1
677,143,17,0
677,190,17,0
758,77,14,1
758,163,14,1
758,0,14,0
758,117,14,0
725,107,17,1
725,171,17,1
725,61,17,0
725,60,17,0
801,148,15,1
801,181,15,1
801,114,15,0
801,33,15,0
164,133,19,1
164,84,19,1
164,124,19,0
164,89,19,0
333,1,13,1
333,2,13,1
333,187,13,0
333,45,13,0
178,142,22,1
178,11,22,1
178,31,22,0
178,138,22,0
136,163,12,1
136,194,12,1
136,104,12,0
136,133,12,0
915,3,17,1
915,18,17,1
915,188,17,0
915,59,17,0
894,129,18,1
894,14,18,1
894,123,18,0
894,35,18,0
391,37,11,1
391,24,11,1
391,58,11,0
391,61,11,0
135,166,8,1
135,108,8,1
135,151,8,0
135,137,8,0
157,69,17,1
157,31,17,1
157,5,17,0
157,178,17,0
539,141,17,1
539,184,17,1
539,152,17,0
539,129,17,0
203,129,17,1
203,80,17,1
203,120,17,0
203,2,17,0
302,190,22,1
302,8,22,1
302,189,22,0
302,105,22,0
882,52,8,1
882,134,8,1
882,99,8,0
882,129,8,0
805,34,14,1
805,37,14,1
805,7,14,0
805,89,14,0
198,170,17,1
198,114,17,1
198,92,17,0
198,134,17,0
803,35,15,1
803,150,15,1
803,70,15,0
803,11,15,0
280,6,8,1
280,32,8,1
280,51,8,0
280,80,8,0
425,46,21,1
425,179,21,1
425,186,21,0
425,71,21,0
683,125,21,1
683,15,21,1
683,94,21,0
683,184,21,0
996,158,19,1
996,130,19,1
996,53,19,0
996,179,19,0
627,58,12,1
627,128,12,1
627,196,12,0
627,111,12,0
887,47,9,1
887,79,9,1
887,19,9,0
887,150,9,0
263,194,14,1
263,21,14,1
263,134,14,0
263,77,14,0
476,68,10,1
476,79,10,1
476,105,10,0
476,132,10,0
999,56,16,1
999,11,16,1
999,194,16,0
999,193,16,0
295,71,11,1
295,5,11,1
295,94,11,0
295,199,11,0
400,141,8,1
400,77,8,1
400,84,8,0
400,41,8,0
745,34,14,1
745,74,14,1
745,88,14,0
745,167,14,0
952,77,17,1
952,176,17,1
952,48,17,0
952,185,17,0
693,180,21,1
693,13,21,1
693,5,21,0
693,188,21,0
107,148,22,1
107,94,22,1
107,16,22,0
107,170,22,0
246,64,19,1
246,35,19,1
246,105,19,0
246,9,19,0
523,20,20,1
523,25,20,1
523,59,20,0
523,191,20,0
735,67,12,1
735,47,12,1
735,166,12,0
735,36,12,0
937,103,18,1
937,111,18,1
937,98,18,0
937,101,18,0
524,22,22,1
524,107,22,1
524,49,22,0
524,48,22,0
457,11,12,1
457,121,12,1
457,104,12,0
457,145,12,0
270,5,19,1
270,57,19,1
270,51,19,0
270,30,19,0
419,51,15,1
419,14,15,1
419,167,15,0
419,17,15,0
31,72,8,1
31,164,8,1
31,20,8,0
31,140,8,0
937,189,8,1
937,125,8,1
937,171,8,0
937,178,8,0
583,122,10,1
583,93,10,1
583,52,10,0
583,29,10,0
826,177,21,1
826,129,21,1
826,102,21,0
826,165,21,0
948,2,22,1
948,15,22,1
948,97,22,0
948,16,22,0
680,140,15,1
680,69,15,1
680,177,15,0
680,88,15,0
292,189,11,1
292,58,11,1
292,28,11,0
292,75,11,0
531,116,21,1
531,145,21,1
531,179,21,0
531,190,21,0
148,72,19,1
148,44,19,1
148,199,19,0
148,99,19,0
710,62,21,1
710,77,21,1
710,126,21,0
710,75,21,0
276,79,12,1
276,154,12,1
276,189,12,0
276,77,12,0
669,198,10,1
669,188,10,1
669,13,10,0
669,48,10,0
733,101,17,1
733,24,17,1
733,76,17,0
733,61,17,0
168,82,12,1
168,74,12,1
168,148,12,0
168,14,12,0
558,136,21,1
558,155,21,1
558,2,21,0
558,39,21,0
676,138,23,1
676,178,23,1
676,152,23,0
676,161,23,0
155,42,16,1
155,167,16,1
155,142,16,0
155,102,16,0
359,106,21,1
359,87,21,1
359,86,21,0
359,177,21,0
0,120,12,1
0,33,12,1
0,79,12,0
0,149,12,0
390,67,22,1
390,128,22,1
390,115,22,0
390,139,22,0
835,145,21,1
835,77,21,1
835,40,21,0
835,2,21,0
626,134,23,1
626,138,23,1
626,25,23,0
626,63,23,0
6,197,11,1
6,0,11,1
6,126,11,0
6,144,11,0
917,187,19,1
917,28,19,1
917,67,19,0
917,38,19,0
610,47,8,1
610,8,8,1
610,199,8,0
610,10,8,0
902,123,16,1
902,97,16,1
902,57,16,0
902,184,16,0
445,40,21,1
445,58,21,1
445,87,21,0
445,94,21,0
210,101,13,1
210,69,13,1
210,182,13,0
210,13,13,0
389,81,23,1
389,20,23,1
389,112,23,0
389,186,23,0
370,9,13,1
370,179,13,1
370,110,13,0
370,60,13,0
978,48,13,1
978,127,13,1
978,158,13,0
978,32,13,0
106,67,11,1
106,182,11,1
106,166,11,0
106,79,11,0
5,28,20,1
5,55,20,1
5,104,20,0
5,120,20,0
500,34,13,1
500,192,13,1
500,112,13,0
500,72,13,0
977,89,18,1
977,104,18,1
977,122,18,0
977,78,18,0
432,6,18,1
432,197,18,1
432,96,18,0
432,139,18,0
995,47,12,1
995,14,12,1
995,32,12,0
995,132,12,0
919,12,12,1
919,0,12,1
919,137,12,0
919,65,12,0
4,104,22,1
4,63,22,1
4,13,22,0
4,63,22,0
531,138,13,1
531,92,13,1
531,122,13,0
531,150,13,0
336,5,13,1
336,40,13,1
336,17,13,0
336,33,13,0
912,140,22,1
912,197,22,1
912,175,22,0
912,54,22,0
595,104,19,1
595,199,19,1
595,37,19,0
595,97,19,0
114,160,23,1
114,166,23,1
114,195,23,0
114,59,23,0
350,132,10,1
350,155,10,1
350,147,10,0
350,93,10,0
841,146,23,1
841,24,23,1
841,81,23,0
841,21,23,0
731,135,15,1
731,41,15,1
731,41,15,0
731,45,15,0
828,43,15,1
828,27,15,1
828,96,15,0
828,122,15,0
442,38,18,1
442,14,18,1
442,184,18,0
442,141,18,0
314,41,16,1
314,56,16,1
314,191,16,0
314,194,16,0
966,164,21,1
966,81,21,1
966,21,21,0
966,113,21,0
867,67,14,1
867,26,14,1
867,178,14,0
867,80,14,0
423,95,12,1
423,15,12,1
423,193,12,0
423,80,12,0
109,149,23,1
109,30,23,1
109,114,23,0
109,11,23,0
722,111,13,1
722,0,13,1
722,95,13,0
722,130,13,0
101,55,15,1
101,151,15,1
101,6,15,0
101,37,15,0
330,117,14,1
330,20,14,1
330,62,14,0
330,173,14,0
53,48,18,1
53,93,18,1
53,196,18,0
53,6,18,0
795,123,22,1
795,102,22,1
795,103,22,0
795,67,22,0
212,48,8,1
212,172,8,1
212,1,8,0
212,37,8,0
56,103,9,1
56,49,9,1
56,178,9,0
56,179,9,0
660,45,15,1
660,49,15,1
660,84,15,0
660,90,15,0
225,146,22,1
225,91,22,1
225,58,22,0
225,114,22,0
141,82,15,1
141,142,15,1
141,135,15,0
141,73,15,0
478,169,16,1
478,177,16,1
478,10,16,0
478,117,16,0
476,44,13,1
476,3,13,1
476,75,13,0
476,137,13,0
70,86,20,1
70,63,20,1
70,120,20,0
70,149,20,0
302,43,11,1
302,119,11,1
302,140,11,0
302,194,11,0
63,133,23,1
63,33,23,1
63,156,23,0
63,73,23,0
523,173,14,1
523,172,14,1
523,37,14,0
523,73,14,0
334,30,22,1
334,66,22,1
334,120,22,0
334,114,22,0
90,6,9,1
90,117,9,1
90,193,9,0
90,3,9,0
716,84,13,1
716,124,13,1
716,199,13,0
716,39,13,0
204,180,16,1
204,103,16,1
204,193,16,0
204,47,16,0
50,190,8,1
50,40,8,1
50,66,8,0
50,138,8,0
67,179,13,1
67,182,13,1
67,24,13,0
67,44,13,0
425,23,22,1
425,177,22,1
425,10,22,0
425,199,22,0
527,170,18,1
527,137,18,1
527,158,18,0
527,70,18,0
646,59,10,1
646,117,10,1
646,30,10,0
646,162,10,0
139,69,16,1
139,22,16,1
139,51,16,0
139,42,16,0
620,148,17,1
620,192,17,1
620,181,17,0
620,111,17,0
111,61,12,1
111,13,12,1
111,144,12,0
111,103,12,0
302,18,21,1
302,187,21,1
302,188,21,0
302,63,21,0
751,147,17,1
751,57,17,1
751,89,17,0
751,182,17,0
544,10,17,1
544,16,17,1
544,125,17,0
544,54,17,0
84,42,20,1
84,53,20,1
84,4,20,0
84,158,20,0
904,89,23,1
904,157,23,1
904,124,23,0
904,113,23,0
542,185,9,1
542,193,9,1
542,160,9,0
542,0,9,0
963,133,10,1
963,155,10,1
963,56,10,0
963,131,10,0
301,106,22,1
301,45,22,1
301,198,22,0
301,41,22,0
442,82,18,1
442,28,18,1
442,17,18,0
442,181,18,0
803,126,14,1
803,149,14,1
803,140,14,0
803,187,14,0
8,189,17,1
8,71,17,1
8,186,17,0
8,178,17,0
966,82,14,1
966,57,14,1
966,196,14,0
966,112,14,0
658,88,23,1
658,46,23,1
658,113,23,0
658,169,23,0
656,91,19,1
656,72,19,1
656,71,19,0
656,11,19,0
361,94,19,1
361,69,19,1
361,86,19,0
361,20,19,0
831,100,18,1
831,180,18,1
831,133,18,0
831,114,18,0
459,26,15,1
459,187,15,1
459,157,15,0
459,114,15,0
739,131,15,1
739,7,15,1
739,118,15,0
739,41,15,0
724,94,23,1
724,158,23,1
724,199,23,0
724,197,23,0
175,81,14,1
175,86,14,1
175,73,14,0
175,53,14,0
880,170,17,1
880,96,17,1
880,150,17,0
880,18,17,0
557,15,8,1
557,33,8,1
557,89,8,0
557,187,8,0
103,146,16,1
103,46,16,1
103,93,16,0
103,17,16,0
126,46,17,1
126,71,17,1
126,187,17,0
126,110,17,0
374,72,10,1
374,81,10,1
374,24,10,0
374,87,10,0
916,154,21,1
916,146,21,1
916,185,21,0
916,158,21,0
744,67,16,1
744,128,16,1
744,166,16,0
744,180,16,0
432,50,14,1
432,40,14,1
432,118,14,0
432,61,14,0
213,107,17,1
213,44,17,1
213,4,17,0
213,95,17,0
323,109,11,1
323,174,11,1
323,156,11,0
323,77,11,0
318,49,23,1
318,37,23,1
318,104,23,0
318,1,23,0
759,5,19,1
759,121,19,1
759,30,19,0
759,178,19,0
337,184,13,1
337,80,13,1
337,32,13,0
337,45,13,0
125,172,21,1
125,68,21,1
125,17,21,0
125,136,21,0
589,80,22,1
589,75,22,1
589,6,22,0
589,49,22,0
573,46,14,1
573,49,14,1
573,194,14,0
573,98,14,0
597,47,21,1
597,101,21,1
597,175,21,0
597,199,21,0
252,114,12,1
252,162,12,1
252,78,12,0
252,104,12,0
91,170,18,1
91,142,18,1
91,140,18,0
91,71,18,0
830,157,22,1
830,57,22,1
830,161,22,0
830,57,22,0
337,39,22,1
337,128,22,1
337,172,22,0
337,195,22,0
824,146,8,1
824,150,8,1
824,44,8,0
824,81,8,0
280,8,19,1
280,196,19,1
280,78,19,0
280,131,19,0
360,107,10,1
360,162,10,1
360,99,10,0
360,115,10,0
601,182,11,1
601,114,11,1
601,32,11,0
601,50,11,0
914,14,22,1
914,61,22,1
914,100,22,0
914,124,22,0
803,139,19,1
803,31,19,1
803,108,19,0
803,4,19,0
394,78,12,1
394,21,12,1
394,166,12,0
394,197,12,0
904,166,11,1
904,86,11,1
904,91,11,0
904,102,11,0
410,0,12,1
410,10,12,1
410,119,12,0
410,178,12,0
478,117,21,1
478,123,21,1
478,126,21,0
478,19,21,0
116,77,15,1
116,0,15,1
116,177,15,0
116,95,15,0
645,175,14,1
645,15,14,1
645,87,14,0
645,56,14,0
501,125,21,1
501,47,21,1
501,156,21,0
501,47,21,0
61,102,19,1
61,90,19,1
61,139,19,0
61,33,19,0
841,81,8,1
841,135,8,1
841,199,8,0
841,154,8,0
830,43,14,1
830,143,14,1
830,169,14,0
830,30,14,0
187,82,17,1
187,151,17,1
187,148,17,0
187,181,17,0
142,111,16,1
142,176,16,1
142,80,16,0
142,158,16,0
568,15,19,1
568,78,19,1
568,7,19,0
568,143,19,0
574,112,10,1
574,71,10,1
574,194,10,0
574,107,10,0
958,161,9,1
958,61,9,1
958,53,9,0
958,116,9,0
287,60,17,1
287,128,17,1
287,193,17,0
287,102,17,0
983,68,14,1
983,99,14,1
983,95,14,0
983,140,14,0
757,116,13,1
757,151,13,1
757,96,13,0
757,177,13,0
606,58,19,1
606,182,19,1
606,37,19,0
606,118,19,0
666,6,21,1
666,16,21,1
666,7,21,0
666,154,21,0
712,109,23,1
712,119,23,1
712,157,23,0
712,97,23,0
949,45,18,1
949,75,18,1
949,40,18,0
949,111,18,0
621,185,8,1
621,181,8,1
621,6,8,0
621,23,8,0
472,36,19,1
472,129,19,1
472,67,19,0
472,59,19,0
916,44,23,1
916,67,23,1
916,175,23,0
916,156,23,0
534,173,17,1
534,41,17,1
534,142,17,0
534,194,17,0
133,119,9,1
133,34,9,1
133,144,9,0
133,20,9,0
921,166,20,1
921,100,20,1
921,90,20,0
921,79,20,0
733,171,16,1
733,11,16,1
733,182,16,0
733,97,16,0
584,37,23,1
584,6,23,1
584,91,23,0
584,119,23,0
230,191,14,1
230,177,14,1
230,176,14,0
230,165,14,0
451,164,22,1
451,92,22,1
451,153,22,0
451,162,22,0
731,134,21,1
731,122,21,1
731,161,21,0
731,8,21,0
260,185,9,1
260,17,9,1
260,109,9,0
260,42,9,0
502,24,22,1
502,17,22,1
502,154,22,0
502,74,22,0
979,61,20,1
979,132,20,1
979,78,20,0
979,127,20,0
394,56,15,1
394,29,15,1
394,30,15,0
394,26,15,0
260,31,12,1
260,126,12,1
260,130,12,0
260,146,12,0
771,118,11,1
771,17,11,1
771,69,11,0
771,113,11,0
909,193,23,1
909,14,23,1
909,55,23,0
909,141,23,0
426,21,12,1
426,109,12,1
426,83,12,0
426,55,12,0
331,136,20,1
331,139,20,1
331,14,20,0
331,73,20,0
357,90,17,1
357,104,17,1
357,191,17,0
357,163,17,0
703,96,18,1
703,18,18,1
703,173,18,0
703,127,18,0
490,91,12,1
490,16,12,1
490,177,12,0
490,106,12,0
398,198,9,1
398,175,9,1
398,36,9,0
398,46,9,0
263,2,23,1
263,195,23,1
263,17,23,0
263,27,23,0
531,136,14,1
531,157,14,1
531,157,14,0
531,192,14,0
290,16,22,1
290,36,22,1
290,39,22,0
290,109,22,0
826,160,18,1
826,96,18,1
826,61,18,0
826,8,18,0
402,63,13,1
402,71,13,1
402,89,13,0
402,65,13,0
590,53,11,1
590,158,11,1
590,57,11,0
590,198,11,0
504,35,11,1
504,62,11,1
504,6,11,0
504,53,11,0
122,58,15,1
122,17,15,1
122,197,15,0
122,125,15,0
812,189,21,1
812,191,21,1
812,52,21,0
812,96,21,0
644,103,9,1
644,75,9,1
644,32,9,0
644,137,9,0
585,65,12,1
585,148,12,1
585,5,12,0
585,87,12,0
237,159,10,1
237,143,10,1
237,93,10,0
237,59,10,0
271,55,14,1
271,174,14,1
271,130,14,0
271,168,14,0
851,108,21,1
851,194,21,1
851,107,21,0
851,90,21,0
329,193,19,1
329,31,19,1
329,137,19,0
329,153,19,0
712,20,9,1
712,51,9,1
712,93,9,0
712,103,9,0
406,119,11,1
406,16,11,1
406,137,11,0
406,158,11,0
430,10,12,1
430,101,12,1
430,146,12,0
430,135,12,0
906,105,13,1
906,67,13,1
906,108,13,0
906,128,13,0
771,129,18,1
771,95,18,1
771,37,18,0
771,33,18,0
668,23,9,1
668,176,9,1
668,94,9,0
668,43,9,0
965,39,19,1
965,178,19,1
965,77,19,0
965,152,19,0
130,54,20,1
130,51,20,1
130,137,20,0
130,39,20,0
617,87,11,1
617,184,11,1
617,190,11,0
617,16,11,0
419,170,12,1
419,32,12,1
419,106,12,0
419,187,12,0
261,94,8,1
261,157,8,1
261,161,8,0
261,128,8,0
392,75,17,1
392,145,17,1
392,18,17,0
392,45,17,0
194,180,12,1
194,74,12,1
194,157,12,0
194,52,12,0
458,107,10,1
458,93,10,1
458,97,10,0
458,180,10,0
91,178,21,1
91,112,21,1
91,90,21,0
91,192,21,0
359,13,13,1
359,88,13,1
359,29,13,0
359,23,13,0
779,155,12,1
779,122,12,1
779,55,12,0
779,149,12,0
418,197,19,1
418,147,19,1
418,183,19,0
418,5,19,0
409,69,22,1
409,12,22,1
409,26,22,0
409,145,22,0
613,193,11,1
613,128,11,1
613,193,11,0
613,155,11,0
323,124,13,1
323,71,13,1
323,97,13,0
323,167,13,0
0,190,23,1
0,53,23,1
0,175,23,0
0,82,23,0
228,179,14,1
228,26,14,1
228,112,14,0
228,186,14,0
55,106,12,1
55,98,12,1
55,21,12,0
55,196,12,0
428,35,10,1
428,81,10,1
428,50,10,0
428,102,10,0
418,16,17,1
418,100,17,1
418,154,17,0
418,166,17,0
182,105,22,1
182,106,22,1
182,177,22,0
182,126,22,0
980,60,17,1
980,42,17,1
980,54,17,0
